 20240924-214010,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 1027,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.742932 - logloss: 0.453483,[test] AUC: 0.741563 - logloss: 0.450330
 20240924-214011,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 1027,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.747086 - logloss: 0.450052,[test] AUC: 0.745270 - logloss: 0.447258
 20240924-214017,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 1027,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.746808 - logloss: 0.450558,[test] AUC: 0.741254 - logloss: 0.450126
 20240924-214018,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 1027,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.744425 - logloss: 0.451384,[test] AUC: 0.742318 - logloss: 0.448995
 20240924-214018,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 1027,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.744827 - logloss: 0.451926,[test] AUC: 0.743133 - logloss: 0.449137
 20240924-214022,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 1027,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.746051 - logloss: 0.451356,[test] AUC: 0.743228 - logloss: 0.449031
 20240924-214022,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 1027,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.745541 - logloss: 0.450977,[test] AUC: 0.743697 - logloss: 0.448127
 20240924-214023,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 1027,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.746487 - logloss: 0.451094,[test] AUC: 0.744294 - logloss: 0.448618
 20240924-214041,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 2024,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.743970 - logloss: 0.452434,[test] AUC: 0.741688 - logloss: 0.449547
 20240924-214042,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 2024,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.745435 - logloss: 0.451368,[test] AUC: 0.742462 - logloss: 0.448976
 20240924-214050,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 2024,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.745696 - logloss: 0.450757,[test] AUC: 0.742440 - logloss: 0.448609
 20240924-214051,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 2024,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.744371 - logloss: 0.451832,[test] AUC: 0.741261 - logloss: 0.450017
 20240924-214051,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 2024,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.746168 - logloss: 0.450991,[test] AUC: 0.743755 - logloss: 0.448441
 20240924-214055,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 2024,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.746021 - logloss: 0.451209,[test] AUC: 0.743239 - logloss: 0.448892
 20240924-214056,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 2024,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.743560 - logloss: 0.453087,[test] AUC: 0.741766 - logloss: 0.450027
 20240924-214056,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 2024,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.745844 - logloss: 0.451504,[test] AUC: 0.744220 - logloss: 0.448896
 20240924-214111,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 2333,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.743802 - logloss: 0.452670,[test] AUC: 0.740627 - logloss: 0.450485
 20240924-214112,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 2333,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.744929 - logloss: 0.451362,[test] AUC: 0.742673 - logloss: 0.448888
 20240924-214120,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 2333,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.744595 - logloss: 0.451408,[test] AUC: 0.741421 - logloss: 0.449261
 20240924-214121,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 2333,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.744682 - logloss: 0.452531,[test] AUC: 0.740234 - logloss: 0.451489
 20240924-214122,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 2333,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.746299 - logloss: 0.450954,[test] AUC: 0.742852 - logloss: 0.448718
 20240924-214128,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 2333,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.747129 - logloss: 0.450643,[test] AUC: 0.744285 - logloss: 0.448127
