 20240912-161216,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 1,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.733824 - logloss: 0.458442,[test] AUC: 0.731373 - logloss: 0.455309
 20240912-161225,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 0,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.738380 - logloss: 0.455562,[test] AUC: 0.736529 - logloss: 0.452666
 20240912-161617,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 1,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.728264 - logloss: 0.460811,[test] AUC: 0.726648 - logloss: 0.457372
 20240912-161618,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 0,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.728951 - logloss: 0.460832,[test] AUC: 0.726308 - logloss: 0.458373
 20240912-161628,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.732912 - logloss: 0.458901,[test] AUC: 0.729305 - logloss: 0.456692
 20240912-161659,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.728756 - logloss: 0.460826,[test] AUC: 0.724357 - logloss: 0.458681
 20240912-161922,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.732912 - logloss: 0.458901,[test] AUC: 0.729305 - logloss: 0.456692
 20240912-161923,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.728756 - logloss: 0.460826,[test] AUC: 0.724357 - logloss: 0.458681
 20240912-161939,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.730852 - logloss: 0.459496,[test] AUC: 0.729000 - logloss: 0.455938
 20240912-162151,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.735022 - logloss: 0.457632,[test] AUC: 0.730936 - logloss: 0.455582
