 20240924-162715,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 1027,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.741703 - logloss: 0.453635,[test] AUC: 0.739379 - logloss: 0.451237
 20240924-162739,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 2024,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.742390 - logloss: 0.453195,[test] AUC: 0.739727 - logloss: 0.450703
 20240924-162813,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 2333,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.741324 - logloss: 0.454394,[test] AUC: 0.738161 - logloss: 0.452005
 20240924-165104,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 1027,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.742871 - logloss: 0.453814,[test] AUC: 0.740154 - logloss: 0.451320
 20240924-165105,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 1027,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.744012 - logloss: 0.452330,[test] AUC: 0.741834 - logloss: 0.449503
 20240924-165111,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 1027,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.740783 - logloss: 0.453704,[test] AUC: 0.737633 - logloss: 0.451522
 20240924-165115,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 1027,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.742189 - logloss: 0.453951,[test] AUC: 0.738670 - logloss: 0.452146
 20240924-165119,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 1027,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.740859 - logloss: 0.456707,[test] AUC: 0.738145 - logloss: 0.453641
 20240924-165132,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 1027,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.740452 - logloss: 0.455142,[test] AUC: 0.739308 - logloss: 0.451915
 20240924-165133,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 2024,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.745719 - logloss: 0.451462,[test] AUC: 0.742406 - logloss: 0.449363
 20240924-165133,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 2024,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.744337 - logloss: 0.452202,[test] AUC: 0.741486 - logloss: 0.449621
 20240924-165137,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 1027,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.738623 - logloss: 0.455783,[test] AUC: 0.734897 - logloss: 0.454190
 20240924-165137,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 2024,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.741657 - logloss: 0.453488,[test] AUC: 0.739964 - logloss: 0.450326
 20240924-165142,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 2024,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.740442 - logloss: 0.456228,[test] AUC: 0.738488 - logloss: 0.452744
 20240924-165147,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 2024,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.739270 - logloss: 0.455475,[test] AUC: 0.736135 - logloss: 0.452904
 20240924-165159,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 2333,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.744469 - logloss: 0.451947,[test] AUC: 0.742512 - logloss: 0.449221
 20240924-165200,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 2333,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.743759 - logloss: 0.452600,[test] AUC: 0.740583 - logloss: 0.450453
 20240924-165204,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 2333,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.743340 - logloss: 0.453167,[test] AUC: 0.740235 - logloss: 0.450735
 20240924-165205,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 2024,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.740152 - logloss: 0.454503,[test] AUC: 0.736944 - logloss: 0.452229
 20240924-165209,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 2333,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.741034 - logloss: 0.454168,[test] AUC: 0.738220 - logloss: 0.451236
 20240924-165211,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 2024,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.741340 - logloss: 0.454166,[test] AUC: 0.737500 - logloss: 0.451806
 20240924-165214,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 2333,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.741273 - logloss: 0.454562,[test] AUC: 0.738679 - logloss: 0.452239
 20240924-165229,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 2333,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.739941 - logloss: 0.454648,[test] AUC: 0.735987 - logloss: 0.452459
 20240924-165235,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 2333,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.737501 - logloss: 0.455919,[test] AUC: 0.735930 - logloss: 0.453044
 20240924-165432,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 1027,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.741345 - logloss: 0.454087,[test] AUC: 0.739187 - logloss: 0.451277
 20240924-165457,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 2024,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.738670 - logloss: 0.456674,[test] AUC: 0.736417 - logloss: 0.453568
 20240924-165521,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 2333,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.739871 - logloss: 0.455358,[test] AUC: 0.736500 - logloss: 0.453551
 20240924-170437,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 1027,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.741345 - logloss: 0.454087,[test] AUC: 0.739187 - logloss: 0.451277
 20240924-170439,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 1027,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.738623 - logloss: 0.455783,[test] AUC: 0.734897 - logloss: 0.454190
 20240924-170439,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 1027,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.740452 - logloss: 0.455142,[test] AUC: 0.739308 - logloss: 0.451915
 20240924-170439,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 1027,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.740859 - logloss: 0.456707,[test] AUC: 0.738145 - logloss: 0.453641
 20240924-170440,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 1027,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.742189 - logloss: 0.453951,[test] AUC: 0.738670 - logloss: 0.452146
 20240924-170440,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 1027,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.740783 - logloss: 0.453704,[test] AUC: 0.737633 - logloss: 0.451522
 20240924-170440,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 1027,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.744012 - logloss: 0.452330,[test] AUC: 0.741834 - logloss: 0.449503
 20240924-170440,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 1027,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.742871 - logloss: 0.453814,[test] AUC: 0.740154 - logloss: 0.451320
 20240924-170518,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 2024,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.745719 - logloss: 0.451462,[test] AUC: 0.742406 - logloss: 0.449363
 20240924-170520,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 2024,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.744337 - logloss: 0.452202,[test] AUC: 0.741486 - logloss: 0.449621
 20240924-170520,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 2024,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.740152 - logloss: 0.454503,[test] AUC: 0.736944 - logloss: 0.452229
 20240924-170520,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 2024,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.740442 - logloss: 0.456228,[test] AUC: 0.738488 - logloss: 0.452744
 20240924-170521,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 2024,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.741657 - logloss: 0.453488,[test] AUC: 0.739964 - logloss: 0.450326
 20240924-170521,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 2024,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.739270 - logloss: 0.455475,[test] AUC: 0.736135 - logloss: 0.452904
 20240924-170522,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 2024,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.741340 - logloss: 0.454166,[test] AUC: 0.737500 - logloss: 0.451806
 20240924-170522,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 2024,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.738670 - logloss: 0.456674,[test] AUC: 0.736417 - logloss: 0.453568
 20240924-172928,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 1027,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.746785 - logloss: 0.452687,[test] AUC: 0.743762 - logloss: 0.449952
 20240924-172929,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 1027,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.747361 - logloss: 0.451209,[test] AUC: 0.743476 - logloss: 0.450209
 20240924-172929,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 1027,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.747054 - logloss: 0.451599,[test] AUC: 0.743727 - logloss: 0.450053
 20240924-172929,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 1027,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.747314 - logloss: 0.450610,[test] AUC: 0.744738 - logloss: 0.448307
 20240924-172929,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 1027,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.747065 - logloss: 0.457970,[test] AUC: 0.744631 - logloss: 0.454891
 20240924-172929,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 1027,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.748460 - logloss: 0.449496,[test] AUC: 0.745800 - logloss: 0.447221
 20240924-172929,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 1027,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.746417 - logloss: 0.453427,[test] AUC: 0.742930 - logloss: 0.452267
 20240924-172929,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 1027,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.747082 - logloss: 0.454966,[test] AUC: 0.744533 - logloss: 0.453353
 20240924-172955,[command] python run_expid.py --config ./config/ --expid toys-split --gpu 0 --seed 2024,[exp_id] toys-split,[dataset_id] toys-split,[train] N.A.,[val] AUC: 0.748299 - logloss: 0.449905,[test] AUC: 0.744739 - logloss: 0.447975
 20240924-172957,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 2024,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.746307 - logloss: 0.454332,[test] AUC: 0.744154 - logloss: 0.452671
 20240924-172957,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 2024,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.748170 - logloss: 0.450231,[test] AUC: 0.745714 - logloss: 0.447888
 20240924-172958,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 2024,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.746858 - logloss: 0.450847,[test] AUC: 0.745265 - logloss: 0.447829
 20240924-172959,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 2024,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.747679 - logloss: 0.451797,[test] AUC: 0.744400 - logloss: 0.449515
 20240924-173000,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 2024,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.744664 - logloss: 0.458497,[test] AUC: 0.742929 - logloss: 0.454586
 20240924-173000,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 2024,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.746704 - logloss: 0.451001,[test] AUC: 0.744309 - logloss: 0.448602
 20240924-173000,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 2024,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.747256 - logloss: 0.450476,[test] AUC: 0.742681 - logloss: 0.449960
