 20240924-140912,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 1027,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.746456 - logloss: 0.450753,[test] AUC: 0.743203 - logloss: 0.448274
 20240924-140916,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 1027,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.746559 - logloss: 0.450292,[test] AUC: 0.742987 - logloss: 0.448318
 20240924-140917,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 1027,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.747233 - logloss: 0.451084,[test] AUC: 0.744168 - logloss: 0.448596
 20240924-140926,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 1027,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.744114 - logloss: 0.451615,[test] AUC: 0.741548 - logloss: 0.449263
 20240924-140928,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 1027,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.748317 - logloss: 0.449543,[test] AUC: 0.743755 - logloss: 0.448180
 20240924-140929,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 1027,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.745365 - logloss: 0.450951,[test] AUC: 0.742466 - logloss: 0.448612
 20240924-140948,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 2024,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.746995 - logloss: 0.451491,[test] AUC: 0.745065 - logloss: 0.449503
 20240924-140952,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 2024,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.745879 - logloss: 0.450799,[test] AUC: 0.743652 - logloss: 0.447825
 20240924-140954,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 2024,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.747127 - logloss: 0.450392,[test] AUC: 0.746046 - logloss: 0.446721
 20240924-140956,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 1027,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.746604 - logloss: 0.463411,[test] AUC: 0.744791 - logloss: 0.459235
 20240924-140959,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 2024,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.746510 - logloss: 0.450434,[test] AUC: 0.743350 - logloss: 0.448056
 20240924-141000,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 2024,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.745431 - logloss: 0.451101,[test] AUC: 0.743728 - logloss: 0.448330
 20240924-141000,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 2024,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.745119 - logloss: 0.451319,[test] AUC: 0.742490 - logloss: 0.448821
 20240924-141024,[command] python run_expid.py --config ./config/ --expid toys-split-moe-6 --gpu 6 --seed 2333,[exp_id] toys-split-moe-6,[dataset_id] toys-split-moe-6,[train] N.A.,[val] AUC: 0.746272 - logloss: 0.451183,[test] AUC: 0.743634 - logloss: 0.449113
 20240924-141026,[command] python run_expid.py --config ./config/ --expid toys-split-moe-5 --gpu 5 --seed 2333,[exp_id] toys-split-moe-5,[dataset_id] toys-split-moe-5,[train] N.A.,[val] AUC: 0.746696 - logloss: 0.450482,[test] AUC: 0.743153 - logloss: 0.448136
 20240924-141027,[command] python run_expid.py --config ./config/ --expid toys-split-moe-1 --gpu 1 --seed 2024,[exp_id] toys-split-moe-1,[dataset_id] toys-split-moe-1,[train] N.A.,[val] AUC: 0.748295 - logloss: 0.449890,[test] AUC: 0.745250 - logloss: 0.447581
 20240924-141031,[command] python run_expid.py --config ./config/ --expid toys-split-moe-7 --gpu 7 --seed 2333,[exp_id] toys-split-moe-7,[dataset_id] toys-split-moe-7,[train] N.A.,[val] AUC: 0.746145 - logloss: 0.451108,[test] AUC: 0.743154 - logloss: 0.448804
 20240924-141032,[command] python run_expid.py --config ./config/ --expid toys-split-moe-2 --gpu 2 --seed 2333,[exp_id] toys-split-moe-2,[dataset_id] toys-split-moe-2,[train] N.A.,[val] AUC: 0.746084 - logloss: 0.450729,[test] AUC: 0.743717 - logloss: 0.448438
 20240924-141033,[command] python run_expid.py --config ./config/ --expid toys-split-moe-3 --gpu 3 --seed 2333,[exp_id] toys-split-moe-3,[dataset_id] toys-split-moe-3,[train] N.A.,[val] AUC: 0.745788 - logloss: 0.451404,[test] AUC: 0.743251 - logloss: 0.448429
 20240924-141033,[command] python run_expid.py --config ./config/ --expid toys-split-moe-4 --gpu 4 --seed 2333,[exp_id] toys-split-moe-4,[dataset_id] toys-split-moe-4,[train] N.A.,[val] AUC: 0.745753 - logloss: 0.451189,[test] AUC: 0.742924 - logloss: 0.448529
